id,brand_name,model,screen_size,price,release_year,operating_system,battery_capacity,ram,storage,camera_mp,front_camera_mp,refresh_rate,weight,thickness,body_material,chipset,gpu,dual_sim,network_support,bluetooth_version,wifi_version,usb_type,fast_charging,fingerprint_sensor
145,Nokia,Nokia G21,6.79,23959,2023,Android,3534,6,128,108,16,120,191,6.6,Plastic,Dimensity 9000,Mali-G710,Yes,4G,5.2,WiFi 6,Type-C,18,No
146,OnePlus,Nord CE 3,6.25,26833,2019,Android,5101,4,256,64,8,60,193,8.7,Metal,Apple A16,Apple GPU,No,5G,5.2,WiFi 5,Type-C,33,Yes
147,Realme,Narzo 60x,5.99,36859,2023,Android,3764,12,256,48,8,144,190,8.6,Plastic,Apple A16,Mali-G710,No,4G,5.1,WiFi 5,Type-C,33,No
148,Vivo,Vivo X80,5.61,35043,2025,Android,5444,4,256,108,32,120,221,8.0,Metal,Apple A16,Mali-G710,Yes,4G,5.1,WiFi 6,Type-C,67,No
149,Google,Pixel 9,5.66,41550,2020,Android,4667,8,256,48,32,60,150,8.2,Metal,Apple A16,Adreno 740,Yes,4G,5.1,WiFi 6E,Type-C,120,Yes
150,Vivo,Vivo X80,6.91,43908,2016,Android,5213,4,64,48,16,90,162,9.3,Plastic,Snapdragon 8 Gen 2,Adreno 740,No,4G,5.0,WiFi 5,Type-C,67,Yes
151,Xiaomi,Mi 11,6.79,6206,2019,Android,5767,8,512,64,32,90,228,7.2,Metal,Snapdragon 8 Gen 2,Adreno 740,No,4G,5.1,WiFi 6,Type-C,33,No
152,OnePlus,OnePlus 9,5.63,16051,2017,Android,3517,4,128,12,32,144,198,7.9,Glass,Apple A16,Adreno 740,No,4G,5.2,WiFi 6E,Type-C,120,No
153,Vivo,Vivo V25,6.17,56007,2015,Android,3403,4,256,108,8,60,197,7.5,Glass,Dimensity 9000,Adreno 740,No,4G,5.0,WiFi 6,Type-C,18,Yes
154,Samsung,Galaxy Note 20,6.11,93113,2024,Android,5741,8,256,12,32,60,166,6.7,Metal,Apple A16,Adreno 740,No,4G,5.2,WiFi 5,Type-C,33,No
155,Motorola,Moto Edge 50,6.46,22679,2016,Android,5780,12,512,108,8,60,173,7.9,Glass,Apple A16,Apple GPU,Yes,5G,5.0,WiFi 5,Type-C,18,Yes
156,Realme,Realme GT Neo 3,5.02,15582,2018,Android,4637,4,256,64,16,144,232,7.9,Glass,Snapdragon 8 Gen 2,Apple GPU,No,4G,5.1,WiFi 6E,Type-C,33,Yes
157,OnePlus,Nord CE 2,5.43,38005,2017,Android,4539,6,128,48,32,120,184,6.5,Plastic,Apple A16,Apple GPU,No,4G,5.1,WiFi 6E,Type-C,18,No
158,Nokia,Nokia X30,5.38,13090,2024,Android,3826,12,512,48,32,90,218,9.2,Metal,Dimensity 9000,Adreno 740,Yes,4G,5.2,WiFi 6E,Type-C,18,No
159,Google,Pixel 7,7.19,43187,2018,Android,5626,6,64,108,16,120,202,7.3,Glass,Dimensity 9000,Mali-G710,Yes,5G,5.2,WiFi 6E,Type-C,120,No
160,Vivo,Vivo X80,6.2,30759,2023,Android,5306,4,512,108,32,120,151,6.5,Glass,Apple A16,Adreno 740,Yes,5G,5.1,WiFi 5,Type-C,18,Yes
161,Vivo,Vivo Y75,6.5,24539,2020,Android,4966,12,512,12,16,90,234,9.3,Glass,Apple A16,Adreno 740,No,4G,5.2,WiFi 6E,Type-C,67,No
162,Samsung,Galaxy A15,5.25,116214,2017,Android,5998,8,256,48,16,60,157,9.3,Plastic,Snapdragon 8 Gen 2,Adreno 740,Yes,5G,5.1,WiFi 6,Type-C,120,Yes
163,Apple,iPhone 14,6.5,74738,2018,iOS,5191,6,512,48,16,144,202,8.1,Plastic,Apple A16,Adreno 740,Yes,5G,5.1,WiFi 5,Type-C,18,No
164,Nokia,Nokia G22,5.02,54870,2018,Android,4798,4,256,64,8,144,166,8.8,Glass,Apple A16,Adreno 740,Yes,4G,5.0,WiFi 5,Type-C,33,Yes
165,Realme,Realme GT Neo 3,6.75,19656,2020,Android,3089,4,256,48,16,144,193,7.0,Plastic,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.1,WiFi 6,Type-C,33,Yes
166,Motorola,Moto Edge 40,6.2,21074,2021,Android,5148,8,64,64,16,90,171,7.2,Plastic,Dimensity 9000,Mali-G710,No,4G,5.1,WiFi 6E,Type-C,33,Yes
167,Motorola,Moto G73,7.2,36617,2024,Android,4580,6,512,64,32,90,184,9.3,Metal,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.2,WiFi 5,Type-C,33,No
168,Apple,iPhone 15,6.73,119810,2017,iOS,3271,12,256,48,32,120,154,8.3,Metal,Apple A16,Apple GPU,Yes,5G,5.0,WiFi 6E,Type-C,67,No
169,Realme,Realme 11 Pro,5.97,13355,2022,Android,5398,4,512,12,8,60,221,9.0,Plastic,Dimensity 9000,Apple GPU,No,4G,5.2,WiFi 6,Type-C,120,Yes
170,Realme,Realme GT Neo 3,5.02,38296,2025,Android,4359,4,512,64,8,90,205,7.0,Glass,Apple A16,Apple GPU,Yes,5G,5.2,WiFi 6,Type-C,18,No
171,Samsung,Galaxy S21,7.06,96681,2020,Android,5463,8,64,64,32,144,167,8.9,Plastic,Snapdragon 8 Gen 2,Adreno 740,Yes,4G,5.0,WiFi 5,Type-C,33,No
172,Google,Pixel 7,6.16,31762,2018,Android,3957,4,256,48,16,90,155,7.9,Plastic,Snapdragon 8 Gen 2,Apple GPU,Yes,5G,5.0,WiFi 5,Type-C,120,Yes
173,Google,Pixel 9,5.37,20036,2025,Android,3219,4,256,48,32,60,182,6.8,Plastic,Apple A16,Mali-G710,Yes,4G,5.1,WiFi 5,Type-C,120,No
174,Realme,Realme GT Neo 3,7.11,21185,2025,Android,3800,4,64,108,32,144,160,6.5,Plastic,Apple A16,Apple GPU,Yes,5G,5.2,WiFi 5,Type-C,67,No
175,Samsung,Galaxy S22,6.56,28451,2020,Android,3485,12,64,48,16,120,175,9.3,Plastic,Apple A16,Adreno 740,Yes,5G,5.2,WiFi 6E,Type-C,67,Yes
176,Nokia,Nokia X30,5.73,19191,2016,Android,4397,4,64,12,16,120,184,7.0,Glass,Apple A16,Apple GPU,Yes,5G,5.0,WiFi 5,Type-C,120,No
177,Realme,Realme GT Neo 3,5.2,22846,2025,Android,4543,8,64,108,8,120,199,8.0,Plastic,Snapdragon 8 Gen 2,Mali-G710,No,4G,5.2,WiFi 6E,Type-C,120,No
178,Realme,Narzo 50,5.57,19453,2017,Android,4491,4,64,12,8,60,203,6.9,Glass,Dimensity 9000,Apple GPU,No,5G,5.2,WiFi 6E,Type-C,120,No
179,OnePlus,OnePlus 10,5.73,36850,2024,Android,4347,12,128,108,16,120,187,7.9,Glass,Apple A16,Adreno 740,Yes,5G,5.2,WiFi 6E,Type-C,33,Yes
180,Samsung,Galaxy S22,5.49,100178,2015,Android,3027,12,256,12,8,144,240,7.6,Glass,Snapdragon 8 Gen 2,Apple GPU,Yes,5G,5.1,WiFi 5,Type-C,120,Yes
181,Vivo,Vivo Y75,6.35,39393,2021,Android,3484,8,64,64,8,144,239,8.9,Plastic,Apple A16,Adreno 740,Yes,4G,5.1,WiFi 5,Type-C,67,Yes
182,Motorola,Moto G84,5.39,50905,2020,Android,5842,4,64,12,16,144,234,9.1,Metal,Apple A16,Adreno 740,No,5G,5.2,WiFi 6,Type-C,67,Yes
183,OnePlus,Nord CE 2,5.27,7645,2017,Android,3704,6,128,64,16,60,240,7.9,Plastic,Dimensity 9000,Apple GPU,No,5G,5.0,WiFi 6E,Type-C,67,No
184,Xiaomi,Mi 12,6.76,27862,2015,Android,3955,12,256,48,32,90,211,8.8,Glass,Apple A16,Mali-G710,No,4G,5.1,WiFi 5,Type-C,67,Yes
185,Samsung,Galaxy Note 20,6.85,18479,2023,Android,5595,8,128,108,16,144,215,9.1,Metal,Apple A16,Adreno 740,No,4G,5.1,WiFi 5,Type-C,33,Yes
186,Google,Pixel 8,5.93,6513,2021,Android,3366,6,128,64,32,90,221,9.4,Plastic,Dimensity 9000,Mali-G710,Yes,4G,5.0,WiFi 6,Type-C,33,Yes
187,Samsung,Galaxy S23,6.13,20919,2021,Android,3187,4,256,12,32,60,208,7.4,Glass,Dimensity 9000,Apple GPU,No,4G,5.1,WiFi 5,Type-C,67,Yes
188,Xiaomi,Redmi Note 11,7.02,42454,2015,Android,4950,4,64,108,16,60,223,9.5,Metal,Dimensity 9000,Adreno 740,No,4G,5.2,WiFi 6,Type-C,67,No
189,OnePlus,OnePlus 10,5.19,18745,2020,Android,5035,8,512,108,8,90,191,9.4,Glass,Dimensity 9000,Mali-G710,Yes,4G,5.2,WiFi 5,Type-C,33,No
190,Google,Pixel 8,6.52,41015,2017,Android,5033,4,128,12,16,144,212,8.3,Glass,Dimensity 9000,Adreno 740,Yes,4G,5.0,WiFi 5,Type-C,18,No
191,Google,Pixel 6,7.19,5309,2022,Android,3732,8,256,48,8,90,197,7.2,Metal,Snapdragon 8 Gen 2,Apple GPU,Yes,5G,5.0,WiFi 6E,Type-C,18,Yes
192,Motorola,Moto G84,6.91,15404,2018,Android,5287,4,64,48,8,120,183,8.7,Glass,Apple A16,Mali-G710,Yes,4G,5.0,WiFi 6,Type-C,33,Yes
193,Apple,iPhone 15,7.03,133610,2021,iOS,3149,12,64,64,8,144,152,8.2,Metal,Apple A16,Apple GPU,No,4G,5.0,WiFi 6E,Type-C,33,No
194,Nokia,Nokia G21,6.46,17935,2021,Android,4218,8,64,108,16,120,220,7.8,Metal,Dimensity 9000,Mali-G710,Yes,5G,5.0,WiFi 5,Type-C,33,Yes
195,Samsung,Galaxy Note 20,6.67,70976,2022,Android,3053,4,64,64,16,120,227,7.5,Metal,Snapdragon 8 Gen 2,Adreno 740,No,5G,5.1,WiFi 6E,Type-C,120,Yes
196,Nokia,Nokia G21,7.18,57241,2022,Android,4772,6,512,12,8,144,208,8.4,Plastic,Snapdragon 8 Gen 2,Adreno 740,Yes,4G,5.2,WiFi 6,Type-C,18,Yes
197,Google,Pixel 6,6.68,42730,2021,Android,5958,8,128,12,32,120,196,8.3,Plastic,Snapdragon 8 Gen 2,Mali-G710,Yes,4G,5.2,WiFi 6,Type-C,18,Yes
198,Google,Pixel 9,6.81,39311,2018,Android,3528,12,512,12,16,120,225,9.1,Plastic,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.2,WiFi 6E,Type-C,67,No
199,Vivo,Vivo V25,5.53,49102,2023,Android,5259,12,512,12,16,120,199,6.8,Glass,Dimensity 9000,Adreno 740,Yes,5G,5.2,WiFi 5,Type-C,67,No
200,Nokia,Nokia G22,5.66,34679,2016,Android,5211,12,256,48,16,144,233,6.9,Metal,Dimensity 9000,Adreno 740,Yes,5G,5.0,WiFi 5,Type-C,33,No
201,Nokia,Nokia X30,5.11,36535,2025,Android,5871,4,64,12,16,60,185,7.4,Glass,Dimensity 9000,Mali-G710,Yes,5G,5.2,WiFi 5,Type-C,18,Yes
202,Xiaomi,Redmi Note 13,6.39,40558,2020,Android,5480,6,512,48,16,120,170,8.9,Plastic,Dimensity 9000,Apple GPU,Yes,4G,5.2,WiFi 6E,Type-C,33,No
203,Google,Pixel 7,6.67,5169,2022,Android,3782,6,64,64,16,120,238,6.6,Glass,Snapdragon 8 Gen 2,Apple GPU,No,4G,5.0,WiFi 6E,Type-C,18,No
204,OnePlus,Nord CE 3,5.85,34777,2023,Android,4547,8,256,12,8,90,233,8.6,Metal,Apple A16,Adreno 740,Yes,5G,5.1,WiFi 6,Type-C,18,No
205,Xiaomi,Mi 12,5.61,23743,2017,Android,3289,12,256,12,16,60,166,6.6,Plastic,Dimensity 9000,Apple GPU,No,5G,5.0,WiFi 5,Type-C,18,Yes
206,Apple,iPhone 11,5.17,137311,2024,iOS,3817,4,128,108,8,60,235,6.9,Plastic,Snapdragon 8 Gen 2,Apple GPU,Yes,4G,5.2,WiFi 6E,Type-C,33,Yes
207,OnePlus,Nord CE 2,7.06,34509,2015,Android,3487,8,256,48,32,144,232,8.8,Glass,Dimensity 9000,Apple GPU,No,4G,5.0,WiFi 6E,Type-C,18,Yes
208,OnePlus,OnePlus 10,6.62,57116,2024,Android,3566,12,128,108,16,120,213,8.8,Glass,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.0,WiFi 6,Type-C,33,No
209,OnePlus,OnePlus 11,6.02,41210,2023,Android,4604,6,64,64,16,90,178,7.8,Glass,Snapdragon 8 Gen 2,Apple GPU,Yes,5G,5.0,WiFi 6E,Type-C,33,No
210,Nokia,Nokia G21,5.2,50566,2016,Android,3169,4,256,108,16,120,152,7.6,Plastic,Dimensity 9000,Apple GPU,No,4G,5.0,WiFi 6,Type-C,18,No
211,Google,Pixel 8,6.54,28489,2024,Android,3555,12,512,48,32,120,158,8.6,Plastic,Snapdragon 8 Gen 2,Adreno 740,No,5G,5.0,WiFi 5,Type-C,120,No
212,Apple,iPhone 11,6.88,88855,2018,iOS,3274,6,512,48,32,120,228,6.8,Glass,Apple A16,Apple GPU,No,4G,5.1,WiFi 6,Type-C,33,No
213,Xiaomi,Mi 11,5.56,22057,2019,Android,3463,4,64,12,16,90,151,7.5,Plastic,Snapdragon 8 Gen 2,Adreno 740,Yes,4G,5.2,WiFi 6E,Type-C,67,No
214,Apple,iPhone 12,6.69,86405,2015,iOS,4026,4,256,12,8,90,163,6.9,Plastic,Apple A16,Adreno 740,Yes,4G,5.0,WiFi 6E,Type-C,18,No
215,Xiaomi,Redmi Note 13,5.41,28577,2018,Android,5371,8,128,64,32,144,225,6.6,Plastic,Snapdragon 8 Gen 2,Adreno 740,No,5G,5.2,WiFi 5,Type-C,33,No
216,Samsung,Galaxy S22,6.0,49421,2021,Android,3554,8,128,48,8,90,200,7.5,Glass,Apple A16,Mali-G710,No,5G,5.2,WiFi 6E,Type-C,120,No
217,Nokia,Nokia X30,6.54,28810,2015,Android,3036,6,64,12,16,120,173,8.6,Plastic,Snapdragon 8 Gen 2,Adreno 740,No,4G,5.0,WiFi 6,Type-C,33,Yes
218,OnePlus,OnePlus 9,6.5,19605,2019,Android,5474,12,256,48,16,90,172,7.0,Glass,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.1,WiFi 6,Type-C,120,Yes
219,Apple,iPhone 14,7.12,70612,2025,iOS,5497,4,128,12,32,60,220,7.0,Plastic,Apple A16,Mali-G710,Yes,4G,5.0,WiFi 6E,Type-C,120,Yes
220,Apple,iPhone 14,6.31,120224,2021,iOS,4307,4,256,12,16,90,214,8.9,Plastic,Snapdragon 8 Gen 2,Apple GPU,Yes,4G,5.0,WiFi 5,Type-C,67,No
221,Samsung,Galaxy S22,6.42,106213,2022,Android,5463,12,128,12,32,90,161,7.4,Plastic,Dimensity 9000,Adreno 740,No,5G,5.1,WiFi 5,Type-C,18,Yes
222,OnePlus,OnePlus 11,5.34,9593,2021,Android,4907,4,64,12,16,60,170,6.8,Glass,Dimensity 9000,Mali-G710,No,5G,5.1,WiFi 5,Type-C,18,No
223,OnePlus,Nord CE 3,5.72,6820,2025,Android,4919,6,256,108,8,60,161,7.6,Glass,Dimensity 9000,Apple GPU,No,5G,5.1,WiFi 6E,Type-C,33,No
224,Nokia,Nokia G22,6.31,32538,2019,Android,3892,6,512,64,32,144,183,8.7,Metal,Apple A16,Adreno 740,Yes,5G,5.0,WiFi 6,Type-C,120,No
225,Oppo,Oppo Find X5,6.79,37400,2020,Android,4417,8,64,12,16,60,188,8.4,Glass,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.2,WiFi 6,Type-C,120,No
226,Vivo,Vivo Y75,5.52,35154,2018,Android,4430,6,256,12,8,120,221,6.9,Glass,Apple A16,Apple GPU,No,4G,5.0,WiFi 6,Type-C,18,Yes
227,Xiaomi,Redmi Note 12,7.02,18671,2021,Android,5565,12,64,48,8,90,239,8.4,Glass,Dimensity 9000,Mali-G710,Yes,5G,5.2,WiFi 6,Type-C,33,Yes
228,Google,Pixel 9,6.6,16703,2022,Android,3101,6,128,12,32,144,160,9.4,Glass,Apple A16,Mali-G710,No,5G,5.2,WiFi 6,Type-C,18,No
229,OnePlus,OnePlus 9,6.6,52876,2022,Android,5297,6,128,12,8,120,192,9.1,Plastic,Apple A16,Apple GPU,No,4G,5.1,WiFi 5,Type-C,120,No
230,Samsung,Galaxy S22,6.53,25552,2017,Android,3015,6,64,48,8,144,233,6.8,Glass,Dimensity 9000,Adreno 740,No,4G,5.1,WiFi 6,Type-C,67,No
231,Samsung,Galaxy Note 20,7.14,38800,2022,Android,5253,4,128,64,8,144,220,8.0,Metal,Apple A16,Mali-G710,Yes,5G,5.2,WiFi 6,Type-C,120,No
232,Motorola,Moto G73,6.21,58072,2022,Android,4225,8,64,12,8,90,178,9.0,Metal,Apple A16,Mali-G710,Yes,5G,5.1,WiFi 6,Type-C,120,No
233,Nokia,Nokia G21,6.37,15490,2025,Android,4013,12,128,12,16,60,162,6.7,Glass,Snapdragon 8 Gen 2,Apple GPU,Yes,4G,5.0,WiFi 5,Type-C,33,Yes
234,OnePlus,OnePlus 10,6.12,38666,2019,Android,5290,8,512,64,32,60,154,9.3,Plastic,Apple A16,Apple GPU,Yes,4G,5.2,WiFi 6E,Type-C,33,No
235,Samsung,Galaxy Note 20,6.39,90874,2018,Android,4731,6,512,108,32,60,189,8.0,Metal,Snapdragon 8 Gen 2,Apple GPU,Yes,5G,5.0,WiFi 6E,Type-C,67,Yes
236,Realme,Narzo 60x,7.19,46915,2024,Android,5909,6,64,108,16,144,197,7.4,Metal,Apple A16,Adreno 740,No,4G,5.2,WiFi 6E,Type-C,120,Yes
237,OnePlus,Nord CE 3,5.31,27626,2017,Android,4667,6,128,48,8,120,165,6.5,Plastic,Dimensity 9000,Mali-G710,Yes,4G,5.1,WiFi 6E,Type-C,120,Yes
238,OnePlus,OnePlus 10,6.73,7460,2019,Android,4553,8,64,48,32,90,240,6.9,Plastic,Apple A16,Mali-G710,No,5G,5.2,WiFi 5,Type-C,33,No
239,Samsung,Galaxy S22,6.01,18562,2021,Android,5534,12,256,48,32,90,189,6.7,Plastic,Apple A16,Apple GPU,Yes,5G,5.0,WiFi 5,Type-C,18,No
240,Xiaomi,Redmi Note 12,5.8,18166,2025,Android,4670,12,256,12,16,120,168,6.9,Metal,Apple A16,Adreno 740,No,5G,5.0,WiFi 6,Type-C,67,Yes
241,Vivo,Vivo X80,5.63,20573,2015,Android,5342,6,128,12,32,60,184,8.1,Glass,Apple A16,Apple GPU,Yes,4G,5.2,WiFi 6E,Type-C,67,No
242,Xiaomi,Redmi Note 12,5.17,18553,2025,Android,4371,12,256,108,8,144,170,7.2,Metal,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.2,WiFi 6,Type-C,120,Yes
243,Vivo,Vivo V25,6.62,13205,2025,Android,3575,4,64,108,32,144,171,8.8,Metal,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.2,WiFi 5,Type-C,67,No
244,Google,Pixel 6,7.13,40857,2016,Android,3939,8,64,64,32,120,156,6.7,Glass,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.0,WiFi 6,Type-C,120,No
245,Apple,iPhone 13,5.41,95216,2022,iOS,3928,12,256,108,16,60,217,6.5,Glass,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.0,WiFi 6E,Type-C,18,No
246,Apple,iPhone 15,5.03,147005,2023,iOS,3571,6,128,12,16,120,165,8.5,Metal,Dimensity 9000,Adreno 740,No,5G,5.1,WiFi 5,Type-C,67,Yes
247,OnePlus,OnePlus 11,6.12,15415,2018,Android,3174,4,512,48,32,144,186,7.9,Metal,Dimensity 9000,Apple GPU,No,5G,5.1,WiFi 6,Type-C,120,No
248,Apple,iPhone 11,6.92,120507,2018,iOS,3865,6,256,108,16,60,239,9.4,Plastic,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.0,WiFi 6E,Type-C,33,Yes
249,Xiaomi,Redmi Note 11,5.44,50486,2024,Android,5940,12,256,108,8,144,161,6.7,Glass,Snapdragon 8 Gen 2,Apple GPU,Yes,5G,5.2,WiFi 6E,Type-C,18,No
250,Apple,iPhone 15,5.56,117284,2022,iOS,5604,12,64,12,8,60,224,8.4,Metal,Snapdragon 8 Gen 2,Adreno 740,No,4G,5.2,WiFi 5,Type-C,120,No
251,Xiaomi,Redmi Note 12,6.49,31655,2022,Android,5235,6,128,108,8,144,208,8.8,Metal,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.1,WiFi 6,Type-C,33,No
252,Motorola,Moto G84,5.92,48402,2020,Android,4027,8,64,64,32,120,157,6.7,Glass,Dimensity 9000,Apple GPU,Yes,4G,5.2,WiFi 5,Type-C,18,No
253,Motorola,Moto G73,6.89,13853,2021,Android,3993,8,256,12,8,60,179,9.2,Glass,Apple A16,Apple GPU,No,5G,5.0,WiFi 5,Type-C,120,No
254,Motorola,Moto Edge 50,6.27,25444,2023,Android,5499,4,128,64,32,60,152,7.4,Metal,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.0,WiFi 6E,Type-C,18,No
255,OnePlus,Nord CE 2,5.83,30067,2025,Android,4987,6,128,108,32,60,195,6.6,Metal,Apple A16,Mali-G710,No,4G,5.0,WiFi 5,Type-C,33,No
256,Apple,iPhone 12,6.22,68980,2024,iOS,5029,6,64,48,8,144,230,8.7,Metal,Dimensity 9000,Apple GPU,Yes,5G,5.2,WiFi 6E,Type-C,33,No
257,Oppo,Oppo Reno 8,7.03,27535,2019,Android,3415,12,512,48,8,120,178,8.3,Plastic,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.2,WiFi 6,Type-C,33,Yes
258,Xiaomi,Redmi Note 11,6.12,49014,2017,Android,5925,6,128,12,8,90,171,9.3,Glass,Apple A16,Apple GPU,No,4G,5.2,WiFi 6E,Type-C,18,Yes
259,Xiaomi,Redmi Note 12,7.01,43585,2016,Android,4795,8,64,12,16,120,177,8.9,Metal,Dimensity 9000,Mali-G710,No,4G,5.2,WiFi 6,Type-C,67,Yes
260,Xiaomi,Redmi Note 13,6.82,38629,2024,Android,4462,8,512,108,16,120,198,7.7,Metal,Apple A16,Mali-G710,No,5G,5.2,WiFi 5,Type-C,18,Yes
261,Vivo,Vivo V27,6.73,40614,2024,Android,4084,12,256,64,16,60,186,7.2,Glass,Snapdragon 8 Gen 2,Adreno 740,Yes,4G,5.0,WiFi 6,Type-C,67,Yes
262,Realme,Narzo 50,5.02,55190,2016,Android,4760,4,512,108,32,120,187,6.6,Metal,Dimensity 9000,Apple GPU,No,4G,5.2,WiFi 6E,Type-C,33,No
263,Samsung,Galaxy S22,6.8,96000,2018,Android,4259,4,256,64,16,60,199,8.4,Glass,Apple A16,Mali-G710,Yes,5G,5.0,WiFi 6,Type-C,120,No
264,Oppo,Oppo Find X5,5.54,48811,2023,Android,5481,12,64,64,32,144,240,9.5,Plastic,Apple A16,Adreno 740,Yes,4G,5.0,WiFi 6,Type-C,18,Yes
265,Xiaomi,Redmi Note 11,6.02,31186,2023,Android,4632,12,512,48,8,60,165,7.7,Plastic,Dimensity 9000,Apple GPU,No,4G,5.0,WiFi 6E,Type-C,67,Yes
266,Motorola,Moto Edge 50,5.91,30029,2023,Android,4903,8,512,108,8,144,226,8.8,Plastic,Snapdragon 8 Gen 2,Apple GPU,Yes,4G,5.0,WiFi 5,Type-C,67,No
267,Samsung,Galaxy A15,6.5,20022,2016,Android,3149,4,256,12,8,120,189,7.9,Plastic,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.2,WiFi 6E,Type-C,18,No
268,Realme,Realme GT Neo 3,5.87,7468,2025,Android,3292,4,512,108,8,144,197,8.5,Plastic,Apple A16,Apple GPU,No,5G,5.2,WiFi 6,Type-C,120,Yes
269,Nokia,Nokia X30,6.28,55733,2018,Android,4215,12,128,12,16,90,207,8.9,Metal,Dimensity 9000,Adreno 740,No,5G,5.0,WiFi 5,Type-C,67,Yes
270,Apple,iPhone 15,6.79,149305,2024,iOS,3871,4,512,48,16,90,206,8.5,Glass,Apple A16,Adreno 740,Yes,5G,5.0,WiFi 6E,Type-C,18,No
271,Samsung,Galaxy A15,6.36,102439,2025,Android,5106,12,64,64,8,144,176,7.4,Metal,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.1,WiFi 6,Type-C,18,Yes
272,OnePlus,OnePlus 11,5.72,54914,2025,Android,5956,4,64,12,8,144,174,8.3,Glass,Dimensity 9000,Adreno 740,No,5G,5.0,WiFi 6,Type-C,33,Yes
273,Oppo,Oppo F21,5.76,28923,2015,Android,3246,12,512,108,16,144,228,8.0,Metal,Snapdragon 8 Gen 2,Adreno 740,No,4G,5.2,WiFi 6,Type-C,18,Yes
274,OnePlus,Nord CE 3,6.19,18444,2018,Android,3586,12,256,64,16,60,193,8.7,Metal,Dimensity 9000,Apple GPU,No,4G,5.0,WiFi 5,Type-C,18,Yes
275,Realme,Narzo 50,5.6,54752,2015,Android,5771,12,256,64,32,90,211,8.2,Metal,Apple A16,Mali-G710,Yes,4G,5.0,WiFi 6E,Type-C,18,Yes
276,Samsung,Galaxy S22,5.81,59053,2016,Android,4705,4,128,12,16,144,201,7.5,Glass,Dimensity 9000,Apple GPU,No,5G,5.2,WiFi 6E,Type-C,18,Yes
277,Xiaomi,Mi 11,5.74,7428,2021,Android,4170,4,64,64,32,144,179,7.0,Metal,Dimensity 9000,Apple GPU,Yes,4G,5.1,WiFi 6,Type-C,33,Yes
278,Google,Pixel 8,6.04,21626,2025,Android,3216,6,128,48,32,60,232,7.4,Metal,Dimensity 9000,Adreno 740,No,5G,5.1,WiFi 5,Type-C,120,Yes
279,Nokia,Nokia G22,6.07,26766,2022,Android,5182,6,64,64,16,144,151,8.8,Metal,Apple A16,Adreno 740,No,4G,5.1,WiFi 6,Type-C,33,Yes
280,Vivo,Vivo V27,5.6,55410,2015,Android,4926,12,256,64,32,90,216,6.6,Plastic,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.0,WiFi 6,Type-C,18,No
281,Apple,iPhone 13,6.32,115766,2024,iOS,4472,12,128,12,16,60,170,8.2,Glass,Apple A16,Adreno 740,No,4G,5.1,WiFi 6,Type-C,120,No
282,Oppo,Oppo Find X5,6.31,43373,2021,Android,4409,8,128,64,8,120,206,8.0,Metal,Apple A16,Mali-G710,Yes,4G,5.0,WiFi 6E,Type-C,33,Yes
283,Nokia,Nokia X30,6.63,6649,2023,Android,4992,8,512,108,32,144,159,7.7,Glass,Snapdragon 8 Gen 2,Apple GPU,Yes,5G,5.0,WiFi 6,Type-C,120,No
284,Vivo,Vivo V25,5.38,42638,2016,Android,3818,6,64,48,32,120,205,8.0,Plastic,Snapdragon 8 Gen 2,Adreno 740,Yes,4G,5.1,WiFi 6,Type-C,120,No
285,Realme,Realme GT Neo 3,6.34,8485,2022,Android,5925,12,128,48,8,144,200,8.0,Plastic,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.1,WiFi 5,Type-C,67,Yes
286,Google,Pixel 8,7.01,37494,2020,Android,3533,8,512,12,32,60,157,8.4,Metal,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.0,WiFi 5,Type-C,18,No
287,Oppo,Oppo Reno 9,6.37,59010,2016,Android,4069,8,512,12,8,144,196,8.9,Plastic,Apple A16,Adreno 740,Yes,4G,5.0,WiFi 6,Type-C,67,No
288,Vivo,Vivo V25,6.65,57684,2017,Android,4959,8,512,12,16,60,214,8.6,Glass,Snapdragon 8 Gen 2,Adreno 740,No,5G,5.1,WiFi 6E,Type-C,33,Yes
289,Google,Pixel 9,6.98,6379,2022,Android,5874,8,128,48,8,60,190,7.2,Glass,Apple A16,Apple GPU,Yes,4G,5.0,WiFi 6,Type-C,33,No
